,all_text
AE1,"OBF  OBQ <empty>  Outro Olimpiadas do Conhecimento  Outro  Outro <empty> <empty> Space Camp 2014 Jr Achievement <empty>  OBQ OBF OBA  Outro OBI  Outro Jr Achievement Simulacao das Nac_es Unidas para Secundaristas (SiNUS) <empty> <empty> <empty> <empty> Competicao internacional de Robotica Orlando Regional OBA OBA  Outro First Robotics <empty> <empty> Jr Achievement <empty> <empty> <empty> <empty>  MOSTRATEC <empty>  Outro Gremio Estudantil <empty>  MOSTRATEC TETO  Outro  FEBRACE Forum FAAP 2013  MOSTRATEC <empty>  Outro <empty> <empty> OBA <empty> <empty> OBA TaeKwonDo <empty> <empty>  Outro  Outro Jr Achievement <empty> SeEMTEeC OBA Jr Achievement IJSO Jr Achievement 65_ Intel ISEF ( International Science and Engineering Fair) IYPT-Brasil <empty> OBI - Olimpiada Brasileira de Informatica. <empty> <empty> Curso Preparatorio para Vestibulinhos ( CPV ) <empty>  Outro <empty> <empty> <empty> Miniempresa <empty>  Outro <empty> <empty>  Outro OBA <empty> <empty> First Robotics  Outro <empty> FIRST ROBOTICS <empty> <empty> <empty> <empty> <empty> OBA  FEBRACE <empty> Curso de Frances <empty>  Outro OBF <empty> Modelo das Nac_es Unidas: JWONU OBF  Outro <empty> Olimpiadas cientificas <empty> <empty> OBA <empty> OBF  Outro <empty>  Outro Turma olimpica do colegio <empty> Site educacional : N–cleo Olimpico de Incentivo ao Conhecimento (NOIC) Projeto Janelas Para O Futuro OBA  Outro <empty> MOSTRATEC OBA OBA <empty> <empty> IJSO  Outro  Outro  Outro  Outro Olimpiada de Quimica  MOSTRATEC OBF  Outro <empty> <empty> <empty> IYPT Curso de PlayGame (SAGA)  Outro OBA <empty> OBA OBA  Outro <empty> <empty>  Outro  MOSTRATEC OBF <empty> MIRIN PUC-RIO ( Modelo Intercolegial de Relac_es Internacionais) OBA OBF Gremio Estudantil Gremio Estudantil FIRST Robotics  Outro First Robotics Competition Projeto social ""Descobrindo o Sonho Jovem""  FEBRACE <empty> Representacao de Turma  MOSTRATEC Jr Achievement Robotica (FRC)  Outro <empty>  Outro <empty> Monitoria na Escola Olimpica de Quimica (EOQ) 2014 MOP (Mostra Paulista de Ciencias e Engenharia) <empty> <empty> <empty> <empty>  MOSTRATEC Sarau Literario - Colegio Objetivo <empty> <empty> <empty> Feiras de Ciencias (FEBRACE Olimpiada Brasileira de Fisica e Olimpiada Paulista de Fisica OBA  Outro <empty>  Outro First Robotics <empty> <empty>  Outro Jr Achievement <empty>  Outro <empty>  Outro IYPT 2013 Taiwan Jr Achievement <empty> OBF  Outro OBF <empty> Jr Achievement  Outro <empty> <empty> Millennium Youth Camp OBF  Outro <empty> <empty>  Outro IJSO  Outro <empty>  OBQ  MOSTRATEC OBA OBA Premio Aluno Destaque  Outro  Outro  Outro OBI <empty> Feira de ciencias do colegio <empty>  Quiron  FEBRACE <empty> <empty> <empty>  Outro <empty> <empty>  Outro OBA  OBQ Olimpiadas do Conhecimento PUC-RJ por um semestre <empty>  MOSTRATEC Jr Achievement Feiras de Ciencias  Primeira Chance OBF <empty> Escotismo <empty>"
AEDP1,"OBF - Olimpiada Brasileira de Fisica; esta competicao visa incentivar o estudo da fisica Durante meu curso tecnico em quimica participei de classificac_es regionais ate chegar a olimpiada brasileira de quimica. <empty> Bazar- Arrecadamos roupas e objetos na escola para arrecadar dinheiro para comprar coisas que creches e asilos estavam precisando Como aluno participo de tais olimpiadas desde o fundamental e ja fui ate convocado para etapas internacionais. Competicao de negocios em grupo realizada na Inglaterra - Apenas para alunos selecionados - Papel do grupo era criar um plano de negocios em cima de um jogo de tabuleiro criado por nos. Esse plano deveria ser completado de acordo com os pre-requisitos. Alem disso nos tambem tivemos que apresentar o projeto. Trabalho em equipe lideranca e foco foram os principais pontos trabalhados. Eu fiquei com a parte financeira da equipe. 1ç Lugar de 55 escolas. Fui bolsista de iniciacao tecnologica pelo CNPq - Producao de biodiesel a partir de rejeito animal <empty> <empty> Acampamento no municipio de Paraibuna de 1 semana que envolve palestras sobre automacao astronautica e astronomia e uma competicao entre equipes as quais tiveram que montar um carro movido a controle remoto e planejar um foguete que alcancasse um ponto determinado. Fui um dos participantes. Gerente de Marketing do N–cleo de Ex-Achievers do Rio Grande do Norte (Nexa RN) criacao da ID Visual do n–cleo de campanhas para as redes sociais e de eventos no geral. Busca por patrocinios para o N–cleo imagem como um todo divulgacao das atividades para os associados e relacionamento com a JARN.  <empty> No 9ç ano na OBQ j–nior pude conquistar Medalha de Bronze; no 1ç ano fui classificado para a 2a fase mas nosso colegio nao foi avisado da data de realizacao desta e nao pudemos participar; no 2ç ano fiquei a poucos pontos de conquistar novamente uma Medalha de Bronze Realizei uma prova olimpica extremamente desafiadora nao consegui passar mas foi muito interessante ver outras aplicac_es da fisica outras abordagens outros tipos de exercicio que diferem do padrao OBA 2014: medalha de ouro. Participei dessa olimpiada porque acho Astronomia um dos ramos da Fisica mais incriveis. e uma area que tem muito a descobrir (em comparacao com as demais) o que me instiga muito a estuda-la. Dessa forma resolvi fazer a olimpiada. Tentei dar meu melhor buscando os conte–dos em livros sites tirando d–vidas com professores estudando com colegas utilizando o software Stellarium e estudando os principais pontos indicados pela olimpiada. Olimpiada de conhecimento. Participei da OBI pela primeira vez em 2014. Infelizmente na segunda fase houveram problemas na escola em que fiz a prova e minhas respostas foram perdidas portanto acabei por nao saber minha real posicao. Em 2015 participarei novamente da Olimpiada. MOOC de introducao a ciencias da computacao trabalhei com projetos durante o curso relacionados a computacao e um projeto final O Nexa - N–cleo de Ex-Achievers e um n–cleo de jovens que participaram de algum programa de Ensino Medio promovido pela J–nior Achievement com o objetivo de manter o contato com o empreendedorismo atraves de cursos palestras viagens encontros de entretenimento e ac_es sociais desenvolvendo suas capacidades profissionais e pessoais. Desde a conclusao do Programa Miniempresa ingressei no Nexa onde sou um associado e membro da Gerencia na qual sou Gerente Financeiro. Chefe de delegacao do colegio e delegado do Zimbabue no Model UN para Ensino Medio realizado pela UnB <empty> <empty> <empty> <empty>  Orlando Foi meu primeiro contato com Olimpiadas que tive e apesar de nao ter recebido o apoio necessario do meu antigo colegio eu me divertia muito fazendo. Testar conhecimentos a respeito de Astronomia e Astronautica - Percebi que precisava aprender mais sobre o assunto Treinava Escola de Futsal  Atletico Paranaense sub 13 No 8_ ano participei da minha primeira competicao fora da escola. Eu fiz a programacao de nosso robo de projeto um robo feito para auxiliar idosos em lembrar de tomar os remedios e tambem nas compras de supermercado encomendando os alimentos de forma simples e eficaz. Visitamos um lar de velhos conhecido como ""lar de velhos Emmanuel"" para entender um pouco mais sobre as necessidades dos idosos e percebemos que estes eram umas das principais dificuldades. Claro que era so um prototipo e nao passamos para a fase nacional para conseguir melhorar o projeto. Tambem auxiliei na programacao do robo principal das miss_es. Foi uma experiencia muito divertida me ajudando a ingressar nesta vida de competic_es. Acabei nao participando de outras edic_es para focar nas olimpiadas cientificas. <empty> <empty> Diretor de marketing <empty> <empty> <empty> <empty> Apresentei na MOSTRATEC tres etapas do meu projeto. A Mostratec e uma feira internacional de ciencias e tecnologia que acontece no Rio Grande do Sul. Fui finalista por tres anos consecutivos e premiado nas ultimas edic_es.  <empty> Meu papel e estudar. O PIC (Programa de Iniciacao Cientifica) da OBMEP (Olimpiada Brasileira de Matematica das Escolas P–blicas) e um programa oferecido pela OBMEP. Esse curso de matematica e oferecido aqueles alunos que conquistaram alguma medalha ou mencao honrosa. Sao dez encontros no total tendo inicio em abril. Tem aproximadamente um encontro por mes (todos os encontros ocorrem nos sabados). voluntaria e administradora de um dos participantes do Gremio <empty> fsdfdsfsfdsfsdfd Voluntaria na construcao de casas emergentes Aulas artisticas incluindo bale teatro futebol piano. <empty> delegada da Belgica no comite da OTAN simulando a guerra com varias crises durante a discussao Participei com o mesmo projeto da FEBRACE. <empty> A ONHB e uma olimpiada de historia realizada em trios que visa desenvolver nos alunos do ensino medio a capacidade de entender a historia do Brasil criticamente  atraves da interpretacao de diversos documentos historicos e produc_es textuais. Nessa olimpiada  as habilidades exigidas pelas ciencias humanas sao cobradas de forma exigente e criativa. Em 2015 houve a inscricao de mais de 40 mil participantes que estao encarando os desafios semanais online com o sonho de participar da final que ocorre em Campinas reunindo equipes de todo o Brasil. <empty> <empty> A Olimpiada de Astronomia nao e dificil mas requer muita atencao e conhecimento do candidato. Participei somente no primeiro ano do ensino medio e nao consegui pegar medalha. <empty> <empty> Olimpiadas Brasileiras de Astronomia e Astronautica Arte Marcial Coreana. <empty> <empty> Minha paixao por fotografia e cinema me motivou a me tornar um membro do jornal da escola onde trabalho como fotografo e sou responsavel pela cobertura da midia. na primeira fase fizemos uma releitura do Livro de Clarice Lispector onde nosso foco foi destacar em simples momentos  as verdadeiras alegrias da vida. Como por exemplo em brincar com bolhas de sabao acender velas de bolo de aniversario e correr brincar com bola de futebol. Gravamos essas cenas no colegio junto com a professora de portugues. Participei do programa ""Habilidades para o Sucesso"" <empty> como finalista Obtive duas medalhas de prata. Devida as premiac_es da OBA foi convidado no ano de 2015 para participar do Space Camp 2015 onde alunos e professores do ensino medio de todo o Pais participam de palestras atividades dinamicas e oficinas sobre astronomia astronautica e robotica. Orientacao economica sobre administracao de financas  Apesar de nao ter chegado a receber medalhas participei da IJSO. A ideia da olimpiada e muito interessante fugindo um pouco da concepcao comum de fixacao em apenas uma disciplina. O MESE tem como objetivo familiarizar os alunos com educacao financeira concorrencia tomada de decis_es e trabalho em equipe e estimular o desenvolvimento de estrategias vencedoras. Finalista na categoria Environment Manager Integrante de equipe - Pesquisador coletor de dados e informac_es e relator de cada problema selecionado dentre os dezessete disponiveis <empty> Programador no nivel 1 e 2. <empty> <empty> Idealizado e executado por mim o CPV e um curso com aulas ministradas durante os domingos em uma escola p–blica de Ribeirao Pires. Essas aulas tem foco no desenvolvimento de habilidades pessoais e academicas para alunos de baixa renda que sonham em estudar em escolas de boa qualidade. Sou responsavel pela administracao geral do curso pelas aulas presenciais e pela organizacao dos materiais online. <empty> Realiza intercambios profissionais e socias. Para membros desenvolve lideranca em jovens do mundo inteiro. <empty> <empty> <empty> Funcionaria <empty> INTEL ISEF e a maior feira internacional para joven pre-universitarios. A edicao 2015 aconteceu em Pittsburgh Pensilvania. Fui escolhida finalista pela FEBRACE e na feira expus meu projeto. <empty> <empty> Fui pesquisador j–nior na UFPA onde tive a oportunidade de estudar sobre energias renovaveis.   Olimpiada Brasileira de astronomia <empty> <empty> FIRST (Para inspiracao e reconhecimento da ciencia e tecnologia) como o proprio nome diz trata-se de uma organizacao com a principal missao de espalhar a ciencia e a tecnologia para a vida das pessoas e modalidade em que participo a FIRST Robotics Competition e voltada para jovens de ate 18 anos e meu papel foi na area de marketing e acao social da equipe responsavel pela documentacao premiacao e ac_es sociais que o time procura sempre fazer para cumprir as metas propostas. Trabalho voluntario no qual dou aulas de ingles para alunos de escola p–blica e sou responsavel pelos professores e alunos <empty> Competicao de robotica internacional - Programador <empty> <empty> <empty> <empty> <empty> Incentiva o gosto pela Astronomia e Aeronautica e/ou o descobrimento da mesma. Nenhuma <empty> Aluna <empty> Curso tecnico de Recursos Humanos Em 2013 passei para segunda fase da olimpiada e entao fui convidado a entrar para equipe de fisica do meu colegio tendo aulas preparatorias para a olimpiada. Avancei ate a terceira fase em 2012 e 2013. <empty> Simulacao Interna do Colegio Embraer Juarez Wanderley: Inicio dos MUN's na instituicao. Secretario Geral - Chefe Academico do Modelo (2013) e Chefe do Comite Historico da Conferencia de Yalta (2014) A OBF adquiriu um papel muito importante no meu aprendizado da fisica proporcionando quest_es novas e desafiadoras. Consistindo em 3 fases a presenca de uma prova experimental foi sempre um fator cativante para a prova. Os resultados obtidos levam a uma comprovacao dos estudos que levaram a uma melhora no conhecimento e culminando em medalhas de ouro em 2013 e 2014. Olimpiada Brasileira de Matematica das Escolas P–blicas. Tem como objetivo o incentivar alunos de escolas publicas a estudarem mais matematica. <empty> Participei de olimpiadas cientificas desde o ensino fundamental e elas foram muito importante pois pude me aprofundar nos conte–dos abordados no colegio conhecer novas pessoas culturas e valores. <empty> <empty> Medalha de Bronze <empty> Participar da OBF foi praticamente o meu primeiro contato com a Fisica. A primeira vez foi um pouco assustadora pelos grandes desafios que eram propostos como quest_es ao longo das tres fases. Esse ""trauma"" inicial foi fundamental para o desenvolvimento da minha curiosidade pelo assunto pois para acabar com o certo ""medo"" que tinha adquirido tive que estudar bastante para poder entao dominar o conte–do e me sentir mais tranquilo para realizar as proximas edic_es. O ""susto"" inicial foi indispensavel para criar meu gosto nao so por fisica mas tambem pelo aprendizado. Eu dou plant_es de ingles para os alunos do oitavo e nono anos do programa ISMART. O objetivo dos plant_es e reforcar a materia dada em aula assim como trabalhar na fluencia dos alunos para facilitar a entrada e seu desempenho no Colegio Bandeirantes.  <empty> Ordem Filantropica/Filosofica objetivando a prepararacao de jovens para serem melhores cidadaos e lideres na comunidade por meio de principios filosoficos humanos e eticos. A instituicao tambem participa em ambito regional em filantropia para familias situadas abaixo da linha de pobreza ou instituic_es de Sa–de locais. Minhas atribuic_es foram cargos administrativos (secretaria tesouraria e presidencia) em ambito local. No periodo da tarde ocorriam aulas extras de fisica quimica e matematica que realizavam o preparo para olimpiadas. Participei como aluno. <empty> Escrevo as partes relacionadas ao estudo de quimica para olimpiadas e vestibulares; sou voluntario O Janelas Para O Futuro e um projeto voluntario coordenado absolutamente por alunos do ensino medio e 9o ano da Escola Internacional de Alphaville e consiste em proporcionar cursos basicos de ingles espanhol e atividades extras (esgrima atualidades natacao e teatro) a estudantes de baixa renda. Nele e valorizada a troca de conhecimento entre os educandos voluntarios e os alunos inscritos. Fui ajudante de professor voluntaria por um ano coordenadora voluntaria do grupo de professores de ingles tambem por um ano e agora atuo como professora lider voluntaria no curso de ingles avancado e basico. Consegui medalha de bronze no primeiro ano e medalha de prata no terceiro ano do ensino medio Cobri eventos esportivos do InterBand torneio interescolar organizado no colegio Bandeirantes de agosto a setembro escrevendo materias para o blog da competicao <empty> Finalista da feira Olimpiada Brasileira de Astronomia - Apresentar este assunto muitas vezes nao apresentado no colegio e despertar interesse nos alunos. Fui premiado com medalha de ouro na OBA de 2014. Passei a me interessar e a gostar de astronomia com esta prova. Espero obter bons resultados na edicao de 2015. <empty> <empty> Fase final realizada na POLI- USP (2014) Olimpiada Brasileira de Biologia. ""[...]Como todas as demais olimpiadas de ciencias visava nao somente premiar mas principalmente constituir instrumento que atinja o louvavel objetivo de cativar o interesse pela ciencia."" Fonte: site da olimpiada Estagio de tecnico em enfermagem Meu grupo e eu passamos para segunda fase da OBRAC em 2ç lugar. A OBM e a Olimpiada Brasileira de Matematica que visa a premiar os alunos de destaque em matematica no Brasil. Estudante Finalista da 29_ Mostra Internacional de Ciencia e Tecnologia _ MOSTRATEC ocorrida entre os dias 27 a 31 de outubro de 2014 em Novo Hamburgo com o projeto Dispositivo de Registro Sequencial para Veiculos. A OBF e uma olimpiada constituida de tres fases com uma parte experimental na –ltima. Durante meus estudos para essa olimpiada passei a compreender bem mais como as coisas ao meu redor funcionam ja que basicamente quase tudo a nossa volta foi formado ou justificado por meio da Fisica. A equipe tem o objetivo de fazer um robo autonomo que simule uma situacao de resgate passando por obstaculos e no final ele deve pegar uma latinha (simulando a vitima) e leva-la para um local seguro. <empty> <empty> <empty> Competicao cientifica nacional na qual fui participante e lider do meu grupo. estudante Olimpiada de matematica do Colegio Rio Branco tive a oportunidade de conhecer um pouco sobre a astronomia e astronautica <empty> Olimpiada brasileira de astronomia  Conquistei uma Medalha de Bronze na XVII Olimpiada Brasileira de Astronomia e Astronautica Consistiu em um ano inteiro de estudos sobre a vida dos africanos antes durante e depois de serem escravizados alem de eventos que valorizassem a cultura africana e principalmente ac_es contra o preconceito racial. A finalidade e diminuir o preconceito e transmitir conhecimentos historicos e atuais a cerca de conte–dos ligados ao escravismo e seu legado. <empty> <empty> Participei como estudante da ONHB( Olimpiada Nacional em Historia do Brasil). A olimpiada tem uma estrutura diferente das comunsuma vez que a prova e realizada em grupo no periodo de uma semana.Ela consiste em cinco fases onlines e uma presencial (final). O projeto desenvolvido (em dupla) tinha o nome de ""Avaliacao do Aditivo Solketal na Preservacao do Biodiesel"". Tal projeto visava avaliar se o aditivo solketal produzido a partir da glicerina residual do processo de producao do biodiesel aumentaria estabilidade oxidativa deste combustivel que e muito baixa. Apos a producao do combustivel e do aditivo uma serie de analises foram realizadas a fim de comprovar que o solketal teria um efeito positivo sobre o biodiesel. Tais analises comprovaram que o aditivo produzido a partir da glicerina que antes era apenas descartado de fato aumenta a estabilidade oxidativa do biodiesel. Desta forma e possivel diminuir dois problemas concernentes ao biodisel: a glicerina residual que antes era descartada agora e utilizada para a formulacao de um produto que aumenta estabilidade oxidativa do combustivel. A Olimpiada Brasileira de Fisica (OBF) e um programa permanente da Sociedade Brasileira de Fisica (SBF) destinado a todos os estudantes do ensino medio (antigo 2_ grau) e da –ltima serie do ensino fundamental. <empty> Delegado da Liga arabe na minha primeira simulacao- Tema: Crysis surrouding Iraq e delegado do Chile esse ano- Tema- The Syrian uprising crysis. Ambas simulac_es foram feitas em ingles. Fui apresentado a OBA pela escola em que estudava na epoca e resolvi fazer a prova como forma de adquirir mais conhecimento Com cursos preparatorios participei da OBF e nesse interim competi em todas as provas de fisica da competicao. Tenho um apreco maior pela fase experimental da olimpiada. Fui membro de chapas horizontais portanto sem cargos especificos. Realizava reuni_es promovia eventos e divulgava ac_es e comunicados do Gremio. Grupo de alunos do ensino medio que os representavam perante reuni_es com orientadores e diretores do colegio. Como diretor opinava sobre decis_es e novas propostas para um melhor desenvolvimento sociocultural dos alunos Competicao de robotica internacional - Marketing Participei da 5_ fase da ONHB que e a Olimpiada Nacional de Historia Brasileira e que tem como objetivo incentivar os alunos a participarem dessas atividades estimulando o conhecimento e o estudo. Time de robotica da first. Sou mecanico e projetista 3D O Descobrindo o Sonho Jovem (DSJ) e um projeto social que nasceu a partir da percepcao de que jovens tem enorme potencial para transformar a sua realidade e a realidade dos que os cercam mas muitos deles acabam nao concretizando esse potencial. Depois de muito pensar eu e meu amigo-socio concluimos que isso era devido a falta de autoconhecimento e inspiracao. Assim por meio de encontros semais com alunos de escola p–blica nos levamos momentos de reflexao e inspiracao para que esses jovens possam canalizar seu potencial de transformacao. Sou co-fundador idealizador e realizador do projeto. 1 lugar em humanas  <empty> Representante Apresentei meu projeto no ano de 2013. Consolidou meu desejo de ser pesquisador. Varias atividades como o programa de miniempresa aplicacao de projetos em escolas participacao do n–cleo de ex-achievers Time de FRC Under Control. Parte mecanica e AutoCAD Intercambio para Phillips Exeter Academy nos EUA <empty> Olimpiada Brasileira de Matematica das Escolas P–blicas / medalhista de ouro; medalhista de prata;medalhista de bronze <empty> Monitoria em curso ministrado no Instituto de Quimica da USP em Julho de 2014 tendo como objetivo o aprofundamento de conhecimentos em Quimica e a preparacao de estudantes para a Olimpiada Brasileira de Quimica. Duracao de uma semana. Exposicao do Projeto da Carteira Virtual de Vacinacao como finalista (Expositor). <empty> <empty> <empty> <empty> Finalista - Apresentacao de projeto Ator e Integrante da Equipe Responsavel pelo Video de Abertura <empty> <empty> <empty>  MICTI Como estudante conquistei medalhas de ouro e de prata na Olimpiada Brasileira de Fisica. Pela Olimpiada Paulista de Fisica conquistei a medalha de ouro e ganhei no mesmo ano a medalha Cesar Lattes por ter obtido a melhor nota entre os alunos do ensino medio. Participei das provas da OBA durante o meu ensino fundamental  Participacao na maior feira de ciencia do mundo (ISEF) com projeto na area de Fisica e Astronomia. <empty> Jogos de integracao. Jogadora de Habdbool posicao armadora  Participo da equipe de robotica #1156 Under Control do Colegio Marista Pio XII. Atuo atualmente principalmente na area mecanica porem busco sempre ampliar meus conhecimentos em outras areas. Ano passado introduzi CAD nos meus conhecimentos e esse ano pretendo ampliar para programacao tambem assim tenho uma visao mais ampla sobre robotica e seus conhecimentos. <empty> <empty> Os alunos sao obrigados a realizar 2 etapas para serem premiados. Na primeira etapa os alunos realizam uma prova de m–ltipla escolha em suas respectivas escolas e aqueles que tiveram melhores desempenhos passam para  segunda fase.Nesta fase sao 6 quest_es discursivas que os alunos deverao resolver.Aqueles que tiverem melhores desempenhos serao premiados com medalha de ouro prata ou bronze e podem ganhar tambem uma mencao honrosa.  No segundo ano do ensino medio participei do programa ""miniempresa"" da Jr Achievement. Fui do setor financeiro. Nossa miniempresa ""Desenrola"" desenvolveu um enrolador de fones de ouvido. <empty> Prova online divida em fases m–ltipla escolha <empty> O Technovation Challenge e uma competicao mundial que visa a insercao e a valorizacao de mulheres no mercado da tecnologia. A competicao consiste na criacao de um aplicativo movel que ajude a sanar um problema de sua comunidade. Como Diretora de Gestao de Projetos no AME Brazil (equipe/startup da qual fiz parte) adquiri valores e aprendizados de todos os tipos no desenrolar da competicao: seu carater social me fez abrir os olhos para os diversos problemas a minha volta; seu carater empresarial me trouxe a oportunidade de aprender a criar uma empresa pelo desenvolvimento de um plano de negocios de nivel profissional; e por consistir na criacao de um aplicativo tambem adquiri conhecimento na area de programacao. Um dos pontos criticos de todo o processo foi a necessidade de contornar a negligencia de membros da equipe dividindo suas tarefas e desenvolvendo a capacidade de criticar construtivamente de forma a resolver problemas mantendo uma atmosfera suportavel. Membro da Equipe Brasileira Findinexa um evento que nutri meu intelecto de informac_es. <empty> Passei para a segunda fase da competicao nos dois anos sendo que no primeiro ano fiquei entre os quinze melhores alunos da minha escola na primeira fase mas nao passei em nenhum dos anos para a terceira fase podendo chegar em seletivas e obter medalhas. Atualizar a comunidade em diversos assuntos com base a empregabilidade Participei da Olimpiada Brasileira de Fisica no segundo ano e no terceiro ano. Estudei assuntos alem da grade normal da escola adquirindo novos conhecimentos de Fisica. <empty> Projeto Mini empresa papel funcionario Vice-Presidente de Esporte e Lazer no Gremio Estudantil do IFPA -  Campus Abaetetuba <empty> <empty> Fui uma das 60 pessoas escolhidas para participar do Millennium Youth Camp um ""acampamento"" na Finlandia que divulga a ciencia e a tecnologia. Fiz um projeto na area de Planejamento Urbano antes de ser selecionada alem de outro projeto durante o acampamento. Eu fiz a OBF recentemente e ainda nao saiu o resultado eu fiz para conhecer melhor e quem sabe nos proximos anos me preparar melhor e conseguir uma medalha. Realizacao de varias pecas teatrais. <empty> <empty> Concurso de M–sica entre as escolas regionais onde fiquei em primeiro lugar tocando baixo e teclado. Aprendi o esquema basico de metodologia experimental a caminho da IJSO Internacional Projeto social voltado para ajudar bons alunos de escola p–blica de baixa renda que desejam concorrer por bolsas em escolas de ponta com alunos que pagam cursos especializados.  <empty> Olimpiada Brasileira de Fisica Apresentei o mesmo projeto por 2 anos consecutivos porem no –ltimo ano 2014 com a fase ll que tinha como novidades outros dados e novos resultados. Participacao no grupo de Astronomia da escola e premiada com medalha de prata em 2011 e medalha de bronze em 2014. XVI Olimpiada Brasileira de Astronomia e Astronautica.  Recebi por 28 vezes seguidas o Premio de Aluno Destaque do Colegio GGE Simulacao do Conselho de Seguranca da ONU Fiz um intercambio para o Canada onde estudei em uma escola de Ensino Medio e recebi um certificado de reconhecimento pela meu esforco atitude vou uma vez ao mes fazer pesagem brincadeiras e atividades com criancas e suas familias. Nao cheguei a passar da primeira faseporem tive um grande aprendizado na realizacao de quest_es envolvendo logicapois nao fiz a prova de computacao. <empty> Atividade de pesquisa e testes com base no metodo de engenharia e fui uma das duas alunas coordenadoras do grupo. <empty> levar alegria para artigos apice febrace <empty> <empty> <empty> Feira de Ciencias da Bahia  realizada na Bahia com alguns projetos de outros estados premiados. <empty> <empty> O Texas Tech University High School e um programa onde o aluno faz todas as materias do curriculo americano assim na conclusao do curso ele recebe dois diplomas o brasileiro e o americano.  A OBA nos apresenta um desafio pois como nao estuda-se astronomia no colegio temos que ir atras por nos mesmos fazendo nossas proprias pesquisas e estudando quase sempre sem a ajuda de um profissional no assunto. Participei da ObQjr e consegui bronze. Nao achei a prova muito dificile tenho certeza que o que me tirou pontos foi a parte dissertativapois na objetiva errei apenas uma questao. Treinei mais quest_es dissertativas a partir deste resultado e passei a estudar mais a area de interpretacao de texto. Neste ano nao perderei pontos por distracao. Medalhas na OBF OPF OBQJr OBA Um curso preparatorio para OBQ a nivel Nacional de seis meses de duracao que ocorreu todas as sextas-feiras apos o colegio <empty> Participei da Mostratec 2014 sendo uma enorme experiencia pois pude absorver um grande leque de conhecimento e entrar em contato com diversas culturas do Brasil e do Mundo. Programa Economia Pessoal Participante e finalista de feiras de ciencia e tecnologia. Um programa que auxilia e ajuda jovens de escolas p–blicas que tem potencial arrumam bolsas em escolas privadas sem fins lucrativos. participei 3 vezes ganhaei dois bronzes e uma prata sendo essa prata umas das dez melhores isso possibilito que eu fosse classificado para seletiva da IPhO 2016.Dentre as olimpiadas que eu participei essa e a que eu fico mais feliz em fazer sempre tiver um amor muito grande por fisica  <empty> O escotismo e um movimento muito importante para mim que sempre me fez querer ser alguem melhor trouxe para minha vida valores insubstituivel como: amor ao proximo cuidado com a natureza respeito lealdade e cumprir com meus deveres para com Deus e minha patria. No Escotismo eu participo como pioneira- ramo escoteiro onde se faz projetos de vida para o seu futuro visando ser alguem melhor. <empty>"
